pub_number,cit_number
US-2017285381-A1,US-2016056177-A1
US-2017285381-A1,US-2014375534-A1
US-2017111652-A1,US-2015036737-A1
US-2018083806-A1,US-2015280876-A1
US-2016277819-A1,US-2014044300-A1
US-2017265704-A1,US-2014007367-A1
US-2018286929-A1,US-2015138463-A1
US-2017268364-A1,US-8814507-B1
US-2018115143-A1,US-8979043-B2
US-2018057687-A1,US-2014273169-A1
US-2016274766-A1,US-2014189534-A1
US-2016273548-A1,US-2013132577-A1
US-2016270951-A1,US-2014364841-A1
US-2017046564-A1,US-2013127980-A1
US-2017265933-A1,US-2015289767-A1
US-2017046564-A1,US-9098584-B1
US-2018086340-A1,US-2014014549-A1
US-2018044763-A1,US-2013033683-A1
US-2016270556-A1,US-2012235103-A1
US-2017268377-A1,US-2013205492-A1
US-2016273591-A1,US-8740533-B2
US-2018097576-A1,US-2013070741-A1
US-2018193390-A1,US-2012034198-A1
US-2017266799-A1,US-8695860-B2
US-2016195485-A1,US-2011309689-A1
US-2017268366-A1,US-8790067-B2
US-2017265966-A1,US-2012006598-A1
US-2016197501-A1,US-2012175953-A1
US-2017268363-A1,US-2011044804-A1
US-2017268366-A1,US-8585357-B2
US-2016271908-A1,US-2012006207-A1
US-2016271411-A1,US-2012004660-A1
US-2016197495-A1,US-2010171461-A1
US-2018337809-A1,US-2011250897-A1
US-2016270935-A1,US-2011018816-A1
US-2016280470-A1,US-2011182702-A1
US-2016270597-A1,US-2010301806-A1
US-2018069995-A1,US-8164673-B2
US-2016271411-A1,US-2011004023-A1
US-2017270443-A1,US-2009030927-A1
US-2016343685-A1,US-2010004484-A1
US-2016197684-A1,US-2007009675-A1
US-2016275982-A1,US-2007014577-A1
US-2018065838-A1,US-2007068969-A1
US-2018123003-A1,US-2005219476-A1
US-2017268366-A1,US-6896484-B2
US-2016195314-A1,US-2004008899-A1
US-2018043766-A1,US-2004149333-A1
US-2018097576-A1,US-2003069047-A1
US-2018047784-A1,US-2004042259-A1
US-2016271291-A1,US-2004005834-A1
US-2017268371-A1,US-6726448-B2
US-2016276821-A1,US-2003086224-A1
US-2017082413-A1,US-6820343-B2
US-2018057588-A1,US-6720182-B1
US-2016272856-A1,US-6531544-B1
US-2018057588-A1,US-6723522-B1
US-2018086123-A1,US-5857788-A
US-2016331621-A1,US-5662595-A
US-2016273633-A1,US-5622082-A
US-2016287847-A1,US-6132365-A
US-2017268206-A1,US-5358009-A
US-2018115143-A1,US-5386959-A
US-2017268366-A1,US-5092735-A
US-2016287847-A1,US-4932938-A
US-2017265957-A1,US-4899762-A
US-2017268366-A1,US-4596116-A
US-2017268364-A1,US-4303371-A
US-2017268366-A1,US-4087199-A
US-2017268364-A1,US-3800864-A
US-2016278083-A1,US-2016204905-A1
US-2016277647-A1,US-2016129839-A1
US-2018092136-A1,US-2016018185-A1
US-2016380113-A1,US-2018097120-A1
US-2017272224-A1,US-2015139158-A1
US-2017272032-A1,US-2015145609-A1
US-2017155738-A1,US-2015035843-A1
US-2016276830-A1,US-2015028851-A1
US-2017150067-A1,US-2015116529-A1
US-2017268423-A1,US-2015275758-A1
US-2017045718-A1,US-2015212296-A1
US-2017268431-A1,US-2015059356-A1
US-2016290509-A1,US-9360115-B2
US-2016273049-A1,US-2014036167-A1
US-2018082078-A1,US-2014325217-A1
US-2016212693-A1,US-2014211680-A1
US-2017301080-A1,US-2014270451-A1
US-2016325868-A1,US-2013074664-A1
US-2018075117-A1,US-2014046956-A1
US-2016289033-A1,US-2013227913-A1
US-2016197186-A1,US-2013292805-A1
US-2018137661-A1,US-2014018484-A1
US-2016271878-A1,US-2013030720-A1
US-2016193732-A1,US-2013158707-A1
US-2016197845-A1,US-2013259052-A1
US-2016284912-A1,US-2013160852-A1
US-2017268351-A1,US-8740554-B2
US-2017268353-A1,US-8740554-B2
US-2017270811-A1,US-2012172100-A1
US-2017268537-A1,US-8678752-B2
US-2018114690-A1,US-2011208255-A1
US-2016256258-A1,US-2011004221-A1
US-2016282841-A1,US-2010148714-A1
US-2017268728-A1,US-2010051624-A1
US-2016341717-A1,US-2011089051-A1
US-2018039006-A1,US-2011029869-A1
US-2018218296-A1,US-2010138017-A1
US-2016193000-A1,US-2009112060-A1
US-2018244623-A1,US-2010088414-A1
US-2016274365-A1,US-2010056274-A1
US-2017265893-A1,US-2009043310-A1
US-2018116431-A1,US-2009013508-A1
US-2017269258-A1,US-2009308601-A1
US-2016285044-A1,US-2008239188-A1
US-2016324551-A1,US-2008269750-A1
US-2016196715-A1,US-2008018828-A1
US-2017271183-A1,US-7360551-B2
US-2018107900-A1,US-2007009152-A1
US-2018059305-A1,US-7907342-B2
US-2017265893-A1,US-2007299459-A1
US-2016194473-A1,US-2006293435-A1
US-2018081200-A1,US-7384141-B2
US-2017265389-A1,US-7367881-B2
US-2018090101-A1,US-2009189921-A1
US-2016271388-A1,US-2006106375-A1
US-2016194473-A1,US-2008167404-A1
US-2016273049-A1,US-2011050341-A1
US-2016227039-A1,US-2006022350-A1
US-2016193417-A1,US-2005139613-A1
US-2017268728-A1,US-2003201062-A1
US-2017265893-A1,US-2003225416-A1
US-2018083777-A1,US-2004010734-A1
US-2017265975-A1,US-2003186186-A1
US-2018245657-A1,US-2004013473-A1
US-2017271862-A1,US-2002024784-A1
US-2017122333-A1,US-6319308-B1
US-2016314822-A1,US-6862653-B1
US-2018087583-A1,US-6343681-B1
US-2016286873-A1,US-6595936-B1
US-2018110533-A1,US-6485500-B1
US-2016192958-A1,US-6187003-B1
US-2018064300-A1,US-6026520-A
US-2017268314-A1,US-5906220-A
US-2016197048-A1,US-5903239-A
US-2016276779-A1,US-5613874-A
US-2017065124-A1,US-5694917-A
US-2018087583-A1,US-5485904-A
US-2017265894-A1,US-5025780-A
US-2016270447-A1,US-5144962-A
US-2017031022-A1,US-4970700-A
US-2017268520-A1,US-5042245-A
US-2017268354-A1,US-4803893-A
US-2018081200-A1,US-4685782-A
US-2016310875-A1,US-4664682-A
US-2016193417-A1,US-4592745-A
US-2018043576-A1,US-4610678-A
US-2018245657-A1,US-4084668-A
US-2016192958-A1,US-3873016-A
US-2017267365-A1,US-3818469-A
US-2018112830-A1,US-3623629-A
US-2016276990-A1,US-2017108536-A1
US-2018145811-A1,US-2016087766-A1
US-2017263986-A1,US-2016003601-A1
US-2017264483-A1,US-2016224659-A1
US-2017264128-A1,US-2016006291-A1
US-2017259037-A1,US-2015004577-A1
US-2018064653-A1,US-2014179779-A1
US-2016380487-A1,US-2014172338-A1
US-2017264128-A1,US-2014035521-A1
US-2016271806-A1,US-2014029041-A1
US-2018074005-A1,US-2014000742-A1
US-2016277413-A1,US-2013290544-A1
US-2016271666-A1,US-2013264395-A1
US-2017018235-A1,US-2014028544-A1
US-2017135454-A1,US-8439191-B1
US-2016266218-A1,US-2015017728-A1
US-2018065605-A1,US-2014216866-A1
US-2018096853-A1,US-2014196502-A1
US-2016284290-A1,US-2013050282-A1
US-2018078559-A1,US-2012252816-A1
US-2018079852-A1,US-2013338330-A1
US-2016193649-A1,US-2014161618-A1
US-2017259421-A1,US-2012160528-A1
US-2016274323-A1,US-8923676-B2
US-2018138951-A1,US-2012236736-A1
US-2016269921-A1,US-2012003943-A1
US-2018241342-A1,US-2012003145-A1
US-2018062947-A1,US-2011161484-A1
US-2018070986-A1,US-2011131994-A1
US-2016309620-A1,US-2010014749-A1
US-2018131106-A1,US-8466367-B2
US-2016262799-A1,US-2009112263-A1
US-2016334093-A1,US-2008285271-A1
US-2016380488-A1,US-2010027097-A1
US-2016276745-A1,US-7463190-B2
US-2016262799-A1,US-2008010899-A1
US-2016268851-A1,US-2008079396-A1
US-2017264546-A1,US-2008062875-A1
US-2016196028-A1,US-2009030318-A1
US-2016263391-A1,US-2009006282-A1
US-2017265160-A1,US-7684016-B1
US-2016377923-A1,US-2009000970-A1
US-2017258587-A1,US-2007100427-A1
US-2018074005-A1,US-7555936-B2
US-2017264045-A1,US-2007141860-A1
US-2016273763-A1,US-2006060176-A1
US-2018136777-A1,US-2008036746-A1
US-2016192913-A1,US-2006162509-A1
US-2018192719-A1,US-2005204449-A1
US-2016303729-A1,US-2004050568-A1
US-2018064653-A1,US-2004054001-A1
US-2016296321-A1,US-2002019387-A1
US-2018139190-A1,US-2003009687-A1
US-2016309620-A1,US-2003017511-A1
US-2016296347-A1,US-2002177905-A1
US-2016273572-A1,US-6244807-B1
US-2017259018-A1,US-6135109-A
US-2016284577-A1,US-6059507-A
US-2017259445-A1,US-5709506-A
US-2016192913-A1,US-5674244-A
US-2018066421-A1,US-5661855-A
US-2017300650-A1,US-5458123-A
US-2018087544-A1,US-5189923-A
US-2018066086-A1,US-5001176-A
US-2018087544-A1,US-5024116-A
US-2016263536-A1,US-4863277-A
US-2016262964-A1,US-4877286-A
US-2018072470-A1,US-4811871-A
US-2016272348-A1,US-4696144-A
US-2018072470-A1,US-4460101-A
US-2018066421-A1,US-4471798-A
US-2017258543-A1,US-4384573-A
US-2018080206-A1,US-4292996-A
US-2016264257-A1,US-4262321-A
US-2016193799-A1,US-4268261-A
US-2018068596-A1,US-4074452-A
US-2018072470-A1,US-3739938-A
US-2016264343-A1,US-3646723-A
US-2017260034-A1,US-2013099184-A1
US-2016266222-A1,US-2011024167-A1
US-2016324778-A1,US-2004011904-A1
US-2018050161-A1,US-2018015226-A1
US-2017261416-A1,US-9552747-B1
US-2018037005-A1,US-2018037002-A1
US-2016266153-A1,US-2016282370-A1
US-2018015717-A1,US-2016263887-A1
US-2018074553-A1,US-2016002638-A1
US-2016267713-A1,US-2016155405-A1
US-2016295584-A1,US-2016024932-A1
US-2016313585-A1,US-2016103377-A1
US-2016267486-A1,US-2015262052-A1
US-2016263837-A1,US-2015154321-A1
US-2016278742-A1,US-2016017493-A1
US-2016268349-A1,US-2015145808-A1
US-2017139200-A1,US-2015020509-A1
US-2017258139-A1,US-2014261488-A1
US-2018072315-A1,US-8818608-B2
US-2018037722-A1,US-2014029643-A1
US-2017293175-A1,US-2014015609-A1
US-2018095286-A1,US-2015003602-A1
US-2016307167-A1,US-2014022921-A1
US-2018138662-A1,US-2013320299-A1
US-2016262885-A1,US-2013274856-A1
US-2016270126-A1,US-8948732-B1
US-2017258205-A1,US-2014144461-A1
US-2016270948-A1,US-2014310878-A1
US-2018055681-A1,US-2014310878-A1
US-2016193531-A1,US-2013013076-A1
US-2017031601-A1,US-2014009579-A1
US-2018066815-A1,US-8899786-B1
US-2018070443-A1,US-2012186868-A1
US-2016262475-A1,US-8353063-B1
US-2017185659-A1,US-2013054626-A1
US-2017258140-A1,US-2012048266-A1
US-2018061626-A1,US-2012012669-A1
US-2017260570-A1,US-2012071336-A1
US-2016266717-A1,US-8773146-B1
US-2016336760-A1,US-2013134968-A1
US-2018041904-A1,US-2013021228-A1
US-2018176066-A1,US-2011110348-A1
US-2017293175-A1,US-2011013131-A1
US-2016267886-A1,US-2010259560-A1
US-2017262569-A1,US-2010287517-A1
US-2018052654-A1,US-2012006659-A1
US-2018072952-A1,US-2010143612-A1
US-2017265262-A1,US-2010020527-A1
US-2017177272-A1,US-2010021175-A1
US-2017049879-A1,US-2010040650-A1
US-2017025031-A1,US-2010266991-A1
US-2018053943-A1,US-2009123511-A1
US-2017293175-A1,US-2009323007-A1
US-2018070814-A1,US-2009141240-A1
US-2018072952-A1,US-2009052030-A1
US-2018112573-A1,US-2009087364-A1
US-2016275628-A1,US-2010083029-A1
US-2018043668-A1,US-7851039-B2
US-2018245526-A1,US-2010242930-A1
US-2018049754-A1,US-8105358-B2
US-2018037005-A1,US-2010189937-A1
US-2018268935-A1,US-2009058636-A1
US-2018070443-A1,US-7786390-B2
US-2016196288-A1,US-2010030725-A1
US-2018049754-A1,US-2009062807-A1
US-2016299821-A1,US-2008005989-A1
US-2018246828-A1,US-2007233923-A1
US-2018368238-A1,US-2008183651-A1
US-2018037005-A1,US-2010003505-A1
US-2016274958-A1,US-2010003093-A1
US-2018075265-A1,US-2008074263-A1
US-2016273347-A1,US-2007044960-A1
US-2016263360-A1,US-2008031259-A1
US-2018049754-A1,US-2006253201-A1
US-2016264292-A1,US-2006278638-A1
US-2017264995-A1,US-2006269095-A1
US-2017262902-A1,US-2007180147-A1
US-2018123262-A1,US-7408427-B1
US-2018045163-A1,US-2007095328-A1
US-2017208262-A1,US-2006291849-A1
US-2017002091-A1,US-2007008333-A1
US-2018069890-A1,US-2007182983-A1
US-2018052351-A1,US-7446838-B2
US-2016264274-A1,US-2008026057-A1
US-2016270803-A1,US-2004181188-A1
US-2016262775-A1,US-2006016753-A1
US-2016192960-A1,US-2003192557-A1
US-2018113779-A1,US-7254115-B1
US-2016192740-A1,US-6763611-B1
US-2018053078-A1,US-6776340-B2
US-2017293175-A1,US-2004026376-A1
US-2018076538-A1,US-6506071-B2
US-2018037005-A1,US-2003055197-A1
US-2016193149-A1,US-2002110586-A1
US-2016262775-A1,US-6994666-B2
US-2018146550-A1,US-2001038145-A1
US-2018003134-A1,US-6390683-B1
US-2016265203-A1,US-6003169-A
US-2016263364-A1,US-5813589-A
US-2018065709-A1,US-5718184-A
US-2016296103-A1,US-5830214-A
US-2017066281-A1,US-5599189-A
US-2017112652-A1,US-5575764-A
US-2016270803-A1,US-5599304-A
US-2018045088-A1,US-5363817-A
US-2018070814-A1,US-5568208-A
US-2016265444-A1,US-5156001-A
US-2016265444-A1,US-4864815-A
US-2016263366-A1,US-4897081-A
US-2018058356-A1,US-3977384-A
US-2016338062-A1,US-2016249327-A1
US-2017289702-A1,US-9695038-B2
US-2017025929-A1,US-2016204774-A1
US-2017083345-A1,US-2017249792-A1
US-2016269259-A1,US-2016030667-A1
US-2017060922-A1,US-2015324454-A1
US-2017259077-A1,US-2015165226-A1
US-2016268024-A1,US-2016028445-A1
US-2018065479-A1,US-9816534-B2
US-2018050571-A1,US-2015168174-A1
US-2018129127-A1,US-2015029467-A1
US-2016262701-A1,US-2016150976-A1
US-2016269747-A1,US-2015229921-A1
US-2018054786-A1,US-2014105114-A1
US-2018061902-A1,US-2014209874-A1
US-2018304124-A1,US-2015133279-A1
US-2016265031-A1,US-2015105275-A1
US-2018032208-A1,US-2014092061-A1
US-2018032208-A1,US-2014333676-A1
US-2018054512-A1,US-2014026967-A1
US-2017027131-A1,US-2014006044-A1
US-2018097061-A1,US-2014209999-A1
US-2018066817-A1,US-2014039928-A1
US-2016268833-A1,US-2013307473-A1
US-2017259306-A1,US-2014261956-A1
US-2018062876-A1,US-9306949-B1
US-2016273074-A1,US-2014141281-A1
US-2016262823-A1,US-2014257097-A1
US-2018354187-A1,US-2014374965-A1
US-2016338062-A1,US-2013272215-A1
US-2018079982-A1,US-2015000143-A1
US-2018052514-A1,US-2014050370-A1
US-2018054076-A1,US-2013044002-A1
US-2016262822-A1,US-2012101413-A1
US-2016199645-A1,US-2012030309-A1
US-2017258134-A1,US-2013228191-A1
US-2016262823-A1,US-8652190-B2
US-2016321286-A1,US-2011191447-A1
US-2017260873-A1,US-8449246-B1
US-2018057667-A1,US-2012309865-A1
US-2016266393-A1,US-2011007515-A1
US-2016270816-A1,US-2011022165-A1
US-2016192827-A1,US-8403826-B1
US-2018056704-A1,US-2010300911-A1
US-2018055175-A1,US-2010201312-A1
US-2017212505-A1,US-9249654-B2
US-2016274315-A1,US-2010014812-A1
US-2018052514-A1,US-2010027890-A1
US-2016188045-A1,US-2009284495-A1
US-2016190806-A1,US-2010270864-A1
US-2017362506-A1,US-2011025550-A1
US-2018237657-A1,US-2009294057-A1
US-2018118886-A1,US-2011025111-A1
US-2018049905-A1,US-2010069806-A1
US-2016268466-A1,US-2009017870-A1
US-2016193005-A1,US-7793661-B2
US-2016269179-A1,US-2009198997-A1
US-2018354725-A1,US-2009026668-A1
US-2016196032-A1,US-2008052945-A1
US-2016280172-A1,US-7841817-B2
US-2016275977-A1,US-7573669-B2
US-2016199645-A1,US-8054999-B2
US-2016262701-A1,US-2007106172-A1
US-2017264661-A1,US-2007155307-A1
US-2016185034-A1,US-2008021354-A1
US-2016184174-A1,US-7194942-B2
US-2016271793-A1,US-2009030550-A1
US-2018052514-A1,US-2007171363-A1
US-2016268522-A1,US-2006228581-A1
US-2018298034-A1,US-2006001472-A1
US-2016268024-A1,US-2006201585-A1
US-2017205056-A1,US-2006181901-A1
US-2016283420-A1,US-2005251868-A1
US-2018064921-A1,US-2007142773-A1
US-2016199645-A1,US-2006227986-A1
US-2017000453-A1,US-2004019270-A1
US-2018050729-A1,US-2004011437-A1
US-2018275251-A1,US-6879419-B2
US-2018043258-A1,US-2004075677-A1
US-2016273590-A1,US-2002018938-A1
US-2016196388-A1,US-2002019707-A1
US-2016185567-A1,US-2002013174-A1
US-2016256841-A1,US-2001031230-A1
US-2017258156-A1,US-6418560-B1
US-2016365059-A1,US-6657648-B1
US-2016197542-A1,US-6268667-B1
US-2016262456-A1,US-6234167-B1
US-2017072378-A1,US-6053984-A
US-2017036179-A1,US-5851067-A
US-2017258455-A1,US-5836890-A
US-2018259113-A1,US-6467812-B1
US-2016262950-A1,US-6186996-B1
US-2018083366-A1,US-5426443-A
US-2018051813-A1,US-5275377-A
US-2017258548-A1,US-5397323-A
US-2018237657-A1,US-5057556-A
US-2017258156-A1,US-5020160-A
US-2016275811-A1,US-4865579-A
US-2018044103-A1,US-4756416-A
US-2018259113-A1,US-4653777-A
US-2016265732-A1,US-4544259-A
US-2018304408-A1,US-4391511-A
US-2018064921-A1,US-4038519-A
US-2018259113-A1,US-3794359-A
US-2018092019-A1,US-2017318622-A1
US-2017168204-A1,US-2017082892-A1
US-2018112032-A1,US-2016022224-A1
US-2019041765-A1,US-2018143558-A1
US-2018051754-A1,US-2016034125-A1
US-2016320046-A1,US-2016123570-A1
US-2018149226-A1,US-2015129742-A1
US-2018092019-A1,US-2017171837-A1
US-2017123587-A1,US-2015027753-A1
US-2016265547-A1,US-2016025003-A1
US-2017259673-A1,US-2015015419-A1
US-2017221890-A1,US-2015228647-A1
US-2018013079-A1,US-2014217397-A1
US-2017263847-A1,US-2014125202-A1
US-2017261223-A1,US-9103596-B1
US-2018049308-A1,US-2013228363-A1
US-2017263847-A1,US-2013176086-A1
US-2016262577-A1,US-2015022364-A1
US-2016262697-A1,US-8834020-B2
US-2018292623-A1,US-9008478-B2
US-2017212543-A1,US-2013151024-A1
US-2016263270-A1,US-2012330210-A1
US-2016266034-A1,US-2014003625-A1
US-2018242925-A1,US-2014006700-A1
US-2016275191-A1,US-2015112965-A1
US-2016265171-A1,US-2014036323-A1
US-2016184532-A1,US-2012019103-A1
US-2017259755-A1,US-2011265360-A1
US-2016264865-A1,US-2012069275-A1
US-2017262925-A1,US-2011258149-A1
US-2017083526-A1,US-2010211564-A1
US-2016187919-A1,US-2010258691-A1
US-2016183483-A1,US-2012109387-A1
US-2018043325-A1,US-2009301391-A1
US-2017259470-A1,US-2011018029-A1
US-2016190905-A1,US-2011009706-A1
US-2016263496-A1,US-2010023034-A1
US-2018290682-A1,US-2011015662-A1
US-2018169963-A1,US-2010199406-A1
US-2018043193-A1,US-2009155104-A1
US-2016269016-A1,US-8050319-B2
US-2016265858-A1,US-2010005211-A1
US-2016190666-A1,US-2008213652-A1
US-2018049847-A1,US-2010304321-A1
US-2017213992-A1,US-2008297036-A1
US-2016268156-A1,US-8136802-B2
US-2016184610-A1,US-2008177280-A1
US-2017228351-A1,US-2009013257-A1
US-2016184532-A1,US-2008010343-A1
US-2018080678-A1,US-2007015116-A1
US-2016187777-A1,US-2007013491-A1
US-2017262448-A1,US-2009125498-A1
US-2018059417-A1,US-2006203351-A1
US-2016183883-A1,US-2006161079-A1
US-2016187919-A1,US-7292435-B2
US-2016263496-A1,US-2007018733-A1
US-2016190666-A1,US-2005264257-A1
US-2018055599-A1,US-2008070190-A1
US-2017053562-A1,US-2005111621-A1
US-2017261223-A1,US-7022011-B1
US-2016351487-A1,US-2005001331-A1
US-2016268706-A1,US-2005002732-A1
US-2018038492-A1,US-2005061368-A1
US-2017357126-A1,US-2004164292-A1
US-2018112032-A1,US-2001005343-A1
US-2018097982-A1,US-6664973-B1
US-2016268156-A1,US-6196532-B1
US-2016256682-A1,US-6391024-B1
US-2018112032-A1,US-6156479-A
US-2016183956-A1,US-5989208-A
US-2017261223-A1,US-5439349-A
US-2017192412-A1,US-5447822-A
US-2017261223-A1,US-5444990-A
US-2018043412-A1,US-5237849-A
US-2018043412-A1,US-4213323-A
US-2018071833-A1,US-3734513-A
US-2017258147-A1,US-2016128394-A1
US-2016293854-A1,US-2017047527-A1
US-2016345311-A1,US-2017325164-A1
US-2016278070-A1,US-9749999-B2
US-2017110673-A1,US-9978961-B2
US-2018106208-A1,US-2014100761-A1
US-2016183774-A1,US-2013286172-A1
US-2016278780-A1,US-2014277050-A1
US-2016319769-A1,US-9782823-B2
US-2016263700-A1,US-2013062324-A1
US-2018113069-A1,US-2013044318-A1
US-2016240705-A1,US-2013029896-A1
US-2019098377-A1,US-2013294237-A1
US-2017363877-A1,US-2014030096-A1
US-2016268948-A1,US-2014085954-A1
US-2017092142-A1,US-8989665-B2
US-2018043497-A1,US-2013171824-A1
US-2017260995-A1,US-8807939-B2
US-2017260994-A1,US-8807939-B2
US-2018080873-A1,US-2013078146-A1
US-2016190354-A1,US-2011139243-A1
US-2016364016-A1,US-2011063206-A1
US-2016293854-A1,US-2012104940-A1
US-2017156439-A1,US-8151490-B2
US-2017260615-A1,US-2011019518-A1
US-2017264702-A1,US-2010217869-A1
US-2016252522-A1,US-2010063256-A1
US-2018076360-A1,US-8110421-B2
US-2016256502-A1,US-2011062584-A1
US-2018179474-A1,US-2011098418-A1
US-2016240705-A1,US-2010243028-A1
US-2016278070-A1,US-2011205995-A1
US-2018047993-A1,US-8304365-B2
US-2018042819-A1,US-2010030133-A1
US-2017213177-A1,US-2010028693-A1
US-2016266099-A1,US-2009016943-A1
US-2016191234-A1,US-8391475-B2
US-2017174930-A1,US-2007019767-A1
US-2018245769-A1,US-2006124835-A1
US-2016184092-A1,US-7217288-B2
US-2017262610-A1,US-2006118110-A1
US-2016184011-A1,US-2005187545-A1
US-2016278780-A1,US-2005251209-A1
US-2018071880-A1,US-7040973-B1
US-2016252522-A1,US-7258990-B2
US-2018109637-A1,US-2004101178-A1
US-2018065088-A1,US-2003110760-A1
US-2016265821-A1,US-6604371-B2
US-2016184503-A1,US-2002004585-A1
US-2016264157-A1,US-6186075-B1
US-2017260670-A1,US-6164224-A
US-2016184906-A1,US-5367929-A
US-2016184503-A1,US-5385540-A
US-2017261203-A1,US-5259755-A
US-2016183974-A1,US-5300070-A
US-2017260934-A1,US-5161512-A
US-2018323529-A1,US-5151040-A
US-2018054173-A1,US-4724396-A
US-2016264287-A1,US-3982683-A
US-2016184619-A1,US-3786869-A
US-2016189240-A1,US-2017085721-A1
US-2017254210-A1,US-2017167275-A1
US-2017257447-A1,US-2017041436-A1
US-2017254305-A1,US-2017248110-A1
US-2018020438-A1,US-2017010516-A1
US-2017257447-A1,US-2016330163-A1
US-2016190862-A1,US-2015048789-A1
US-2016266797-A1,US-2015378921-A1
US-2018047879-A1,US-2016013373-A1
US-2016256091-A1,US-2015208984-A1
US-2017252949-A1,US-2014314442-A1
US-2016184930-A1,US-2015159487-A1
US-2017254210-A1,US-2014044553-A1
US-2017256935-A1,US-2015033337-A1
US-2018005569-A1,US-2014132162-A1
US-2016300949-A1,US-2014264483-A1
US-2017252849-A1,US-2013327753-A1
US-2018036149-A1,US-2014037187-A1
US-2016270895-A1,US-2014163664-A1
US-2016264808-A1,US-2013194343-A1
US-2018249372-A1,US-2014308961-A1
US-2017254379-A1,US-8919750-B2
US-2016328061-A1,US-2014016853-A1
US-2018064529-A1,US-2013046371-A1
US-2017254340-A1,US-2013089421-A1
US-2018041553-A1,US-2013060689-A1
US-2017252162-A1,US-2012012353-A1
US-2016186052-A1,US-2012024163-A1
US-2016192432-A1,US-2013182583-A1
US-2018015401-A1,US-2013032115-A1
US-2018066593-A1,US-2011139118-A1
US-2017185337-A1,US-2012047409-A1
US-2016258874-A1,US-2012006395-A1
US-2016256751-A1,US-2011262259-A1
US-2016256751-A1,US-2010193379-A1
US-2016256281-A1,US-2010257702-A1
US-2016285067-A1,US-2010221590-A1
US-2017232121-A1,US-8252247-B2
US-2017194701-A1,US-2010123635-A1
US-2017254305-A1,US-2010111734-A1
US-2016183775-A1,US-2010069713-A1
US-2018254699-A1,US-7940540-B2
US-2016187209-A1,US-2010282000-A1
US-2017252265-A1,US-2009171144-A1
US-2016188433-A1,US-2010077072-A1
US-2018040222-A1,US-2009011563-A1
US-2018073715-A1,US-2009079360-A1
US-2017255372-A1,US-2008291217-A1
US-2017299852-A1,US-7715001-B2
US-2017193196-A1,US-2007135264-A1
US-2016265523-A1,US-2006230781-A1
US-2016281841-A1,US-7213483-B2
US-2017254578-A1,US-7100397-B1
US-2017256490-A1,US-2006001174-A1
US-2017252162-A1,US-2006020620-A1
US-2016259778-A1,US-2006100995-A1
US-2016190256-A1,US-2006006386-A1
US-2016253956-A1,US-2005227562-A1
US-2016346889-A1,US-7055789-B2
US-2016262639-A1,US-2005119578-A1
US-2017058735-A1,US-2002166365-A1
US-2017253133-A1,US-6617822-B1
US-2017251942-A1,US-2002004581-A1
US-2017100561-A1,US-2001049470-A1
